PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I
112142,Turkey, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
112143,Turkey, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
112144,Turkey, ,Dissatisfied, , ,Somewhat bad,Improve a little,Very bad,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
112145,Turkey, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
112146,Turkey, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112147,Turkey, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112148,Turkey, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
112149,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
112150,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
112151,Turkey, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
112152,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
112153,Turkey, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
112154,Turkey, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112155,Turkey, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Don't know,Don't know
112156,Turkey, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
112157,Turkey, ,Satisfied, , ,Somewhat bad,Remain the same,Very bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
112158,Turkey, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
112159,Turkey, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
112160,Turkey, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
112161,Turkey, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
112162,Turkey, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
112163,Turkey, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
112164,Turkey, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
112165,Turkey, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
112166,Turkey, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Very favorable,Very unfavorable
112167,Turkey, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
112168,Turkey, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112169,Turkey, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112170,Turkey, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
112171,Turkey, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
112172,Turkey, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112173,Turkey, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
112174,Turkey, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112175,Turkey, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112176,Turkey, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
112177,Turkey, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
112178,Turkey, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
112179,Turkey, ,Satisfied, , ,Very bad,Remain the same,Somewhat good,Improve a little,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112180,Turkey, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112181,Turkey, ,Satisfied, , ,Somewhat bad,Worsen a little,Very bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
112182,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112183,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
112184,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
112185,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112186,Turkey, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Improve a little,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
112187,Turkey, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
112188,Turkey, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
112189,Turkey, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Remain the same,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
112190,Turkey, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
112191,Turkey, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Worse off,Very unfavorable,Don't know,Don't know,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
112192,Turkey, ,Satisfied, , ,Somewhat good,Worsen a lot,Very bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
112193,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Don't know,Don't know,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Don't know,Somewhat unfavorable,Very unfavorable
112194,Turkey, ,Satisfied, , ,Very bad,Remain the same,Very bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very unfavorable
112195,Turkey, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Improve a little,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
112196,Turkey, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
112197,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable
112198,Turkey, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
112199,Turkey, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know
112200,Turkey, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112201,Turkey, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Don't know,Don't know,Don't know,Don't know,Don't know,Somewhat favorable,Very unfavorable
112202,Turkey, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112203,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
112204,Turkey, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a lot,Worse off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know
112205,Turkey, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
112206,Turkey, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
