PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L
125074,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
125075,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable
125076,Jordan, ,Don't know, , ,Somewhat bad,Worsen a little,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Somewhat favorable,Very favorable
125077,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125078,Jordan, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Remain the same,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable
125079,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
125080,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
125081,Jordan, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Somewhat unfavorable,Don't know,Somewhat favorable,Very unfavorable,Don't know,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable
125082,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Remain the same,Worse off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
125083,Jordan, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Refused,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125084,Jordan, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable
125085,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
125086,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
125087,Jordan, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable
125088,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125089,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
125090,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Refused,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
125091,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
125092,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Very good,Improve a lot,Better off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
125093,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
125094,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
125095,Jordan, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Don't know,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
125096,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
125097,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Very good,Improve a lot,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
125098,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable
125099,Jordan, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Refused,Very unfavorable,Somewhat unfavorable
125100,Jordan, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Worsen a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable
125101,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
125102,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Refused,Worsen a little,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable
125103,Jordan, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125104,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125105,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125106,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Very good,Worsen a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
125107,Jordan, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125108,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Worse off,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
125109,Jordan, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Refused,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125110,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Refused,Worsen a little,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
125111,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125112,Jordan, ,Satisfied, , ,Very good,Improve a lot,Very good,Worsen a lot,Better off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125113,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
125114,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable
125115,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125116,Jordan, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Worsen a lot,Better off,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
125117,Jordan, ,Dissatisfied, , ,Very bad,Improve a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable,Don't know,Don't know,Very unfavorable, ,Very unfavorable,Very favorable,Somewhat favorable,Very unfavorable
125118,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Don't know,Refused,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
125119,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
125120,Jordan, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125121,Jordan, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125122,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Don't know,Very unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125123,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Refused,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
125124,Jordan, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Very unfavorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable
125125,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
125126,Jordan, ,Satisfied, , ,Somewhat good,Worsen a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125127,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Worsen a little,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125128,Jordan, ,Satisfied, , ,Very good,Improve a lot,Very good,Remain the same,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
125129,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable
125130,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125131,Jordan, ,Satisfied, , ,Don't know,Don't know,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable
