PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G
129316,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129317,China, ,Satisfied, , ,Very good,Improve a little,Don't know,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129318,China, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129319,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Improve a little,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129320,China, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129321,China, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat bad,Worsen a little,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129322,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129323,China, ,Satisfied, , ,Very good,Remain the same,Very bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129324,China, ,Satisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129325,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129326,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129327,China, ,Satisfied, , ,Very good,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129328,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129329,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129330,China, ,Satisfied, , ,Very good,Remain the same,Somewhat bad,Remain the same,Worse off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
129331,China, ,Satisfied, , ,Very good,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129332,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Very unfavorable,Very unfavorable
129333,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129334,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
129335,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Worsen a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129336,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129337,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129338,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129339,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129340,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129341,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129342,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable
129343,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Improve a little,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129344,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129345,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Worsen a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
129346,China, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
129347,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129348,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
129349,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
129350,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Refused,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129351,China, ,Satisfied, , ,Somewhat good,Improve a little,Very bad,Improve a little,Same (Volunteered),Somewhat favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable
129352,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Don't know,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
129353,China, ,Dissatisfied, , ,Very good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
129354,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
129355,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Don't know,Better off,Somewhat favorable,Very favorable,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable
129356,China, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
129357,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a lot,Same (Volunteered),Somewhat unfavorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
129358,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable
129359,China, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129360,China, ,Satisfied, , ,Somewhat good,Improve a lot,Very bad,Improve a lot,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
129361,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129362,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Very unfavorable,Don't know,Very unfavorable,Somewhat unfavorable
129363,China, ,Satisfied, , ,Very good,Improve a lot,Don't know,Improve a little,Same (Volunteered),Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable
129364,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Don't know,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
129365,China, ,Satisfied, , ,Somewhat good,Improve a lot,Don't know,Improve a little,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
129366,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
129367,China, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Don't know,Don't know,Don't know
129368,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Improve a little,Don't know,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
129369,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129370,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
129371,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Don't know,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable
129372,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Worsen a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
129373,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a lot,Don't know,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
129374,China, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very favorable
129375,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129376,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Remain the same,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
129377,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable
129378,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Worsen a lot,Better off,Somewhat favorable,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
129379,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129380,China, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
129381,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable
129382,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
129383,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Very favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
129384,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat favorable,Very favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
