PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I
118369,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118370,Brazil, ,Satisfied, , ,Very bad,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, , 
118371,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , 
118372,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118373,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118374,Brazil, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Very bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, , 
125531,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable, , 
125532,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
125533,Argentina, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know,Don't know,Don't know,Don't know, , 
125534,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very good,Remain the same,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Don't know,Somewhat unfavorable,Don't know, , 
125535,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
125536,Argentina, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Somewhat favorable,Somewhat favorable, , 
125537,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
125538,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, , 
125539,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Very bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable, , 
125540,Argentina, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
125541,Argentina, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
125542,Argentina, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Don't know,Don't know,Somewhat favorable,Very unfavorable, , 
125543,Argentina, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Don't know,Don't know,Somewhat favorable,Somewhat favorable, , 
125544,Argentina, ,Satisfied, , ,Very good,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
125545,Argentina, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Don't know,Don't know,Somewhat unfavorable,Very unfavorable,Very unfavorable,Don't know,Don't know, , 
125546,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
125547,Argentina, ,Don't know, , ,Refused,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
125548,Argentina, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Refused,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
125549,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know, , 
125550,Argentina, ,Dissatisfied, , ,Very good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Don't know,Don't know,Somewhat unfavorable,Don't know,Don't know,Don't know, , 
125551,Argentina, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know, , 
125552,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Don't know,Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know,Don't know,Somewhat unfavorable, , 
125553,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
125554,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat unfavorable,Very favorable,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
125555,Argentina, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
125556,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
125557,Argentina, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable, , 
125558,Argentina, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
125559,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
125560,Argentina, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, , 
125561,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
125562,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
125563,Argentina, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Don't know, , 
125564,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
125565,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
125566,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Don't know,Somewhat favorable, , 
125567,Argentina, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
125568,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, , 
125569,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Don't know,Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know,Don't know,Don't know,Don't know, , 
125570,Argentina, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Don't know,Very unfavorable,Don't know,Somewhat favorable,Somewhat favorable, , 
125571,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
125572,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Refused,Refused,Don't know,Don't know,Don't know,Don't know,Don't know, , 
125573,Argentina, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
125574,Argentina, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Don't know,Somewhat favorable,Somewhat favorable, , 
125575,Argentina, ,Satisfied, , ,Very good,Remain the same,Somewhat bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, , 
125576,Argentina, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Worse off,Very unfavorable,Very unfavorable,Very favorable,Don't know,Somewhat favorable,Somewhat unfavorable,Very unfavorable, , 
125577,Argentina, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
125578,Argentina, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
125579,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
125580,Argentina, ,Satisfied, , ,Very good,Improve a little,Very good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
125581,Argentina, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Don't know,Very unfavorable,Very unfavorable, , 
125582,Argentina, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Improve a little,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
125583,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know,Don't know, , 
125584,Argentina, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Very unfavorable,Refused,Somewhat favorable,Don't know,Don't know,Very unfavorable,Don't know, , 
125585,Argentina, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
125586,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Very unfavorable,Refused,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
125587,Argentina, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Very unfavorable,Don't know,Don't know, , 
125588,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Very bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
125589,Argentina, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know,Don't know, , 
125590,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know,Don't know, , 
125591,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Very bad,Improve a little,Better off,Refused,Refused,Refused,Refused,Refused,Refused,Refused, , 
125592,Argentina, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable, , 
125593,Argentina, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Don't know,Somewhat favorable,Don't know,Somewhat favorable, , 
125594,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable, , 
125595,Argentina, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
125596,Argentina, ,Dissatisfied, , ,Somewhat bad,Don't know,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
125597,Argentina, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
125598,Argentina, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, , 
125599,Argentina, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know,Don't know,Somewhat unfavorable,Somewhat unfavorable, , 
